"bx","by","V","BV","VR","BR","galaxy_name","host_galaxy_group_type","host_galaxy_mass","galcen_radius","90percent"
5731.59,6857.22,20.892,0.592,0.471,1.063,"NGC4594","S0",11.8,12.1385,1
2500.45,6887.67,21.766,0.852,0.542,1.394,"NGC4594","S0",11.8,13.6455,1
5787.22,6886.57,23.824,0.79,0.601,1.391,"NGC4594","S0",11.8,12.365,0
6327.98,6887.33,23.533,0.866,0.497,1.363,"NGC4594","S0",11.8,13.656,0
5441.33,6904.68,22.812,0.86,0.558,1.418,"NGC4594","S0",11.8,11.7866,0
1594.44,6910.3,22.438,0.773,0.528,1.301,"NGC4594","S0",11.8,16.4026,1
4986.94,6908.06,23.202,0.999,0.594,1.593,"NGC4594","S0",11.8,11.2033,0
2270.94,6912.5,20.624,0.999,0.66,1.659,"NGC4594","S0",11.8,14.3551,1
5418.4,6914.72,22.18,0.806,0.58,1.386,"NGC4594","S0",11.8,11.7895,1
2537.09,6923.79,23.119,0.918,0.647,1.565,"NGC4594","S0",11.8,13.6751,0
3654,6922.24,22.169,0.615,0.453,1.068,"NGC4594","S0",11.8,11.4657,1
5683.71,6920.04,18.956,0.816,0.523,1.339,"NGC4594","S0",11.8,12.2833,1
3341.82,6924.01,21.623,0.649,0.482,1.131,"NGC4594","S0",11.8,11.9324,1
413.88,6928.65,23.472,0.542,0.444,0.986,"NGC4594","S0",11.8,20.5515,0
6783.53,6930.63,21.988,0.634,0.375,1.009,"NGC4594","S0",11.8,15.078,1
977.35,6942.8,19.891,0.613,0.421,1.034,"NGC4594","S0",11.8,18.5697,1
6099.01,6940.47,22.406,0.886,0.566,1.452,"NGC4594","S0",11.8,13.265,1
7339.65,6958.88,20.603,0.649,0.473,1.122,"NGC4594","S0",11.8,16.8979,1
3610.87,6966.19,21.12,0.654,0.508,1.162,"NGC4594","S0",11.8,11.7024,1
289.51,6977.98,23.564,0.585,0.535,1.12,"NGC4594","S0",11.8,21.1228,0
4178.53,6988.89,22.802,0.835,0.627,1.462,"NGC4594","S0",11.8,11.3172,1
7447.33,6987.79,22.337,0.666,0.385,1.051,"NGC4594","S0",11.8,17.3325,1
8441.27,6989.31,22.573,0.878,0.509,1.387,"NGC4594","S0",11.8,20.8039,1
1998.04,6998.55,23.657,0.984,0.597,1.581,"NGC4594","S0",11.8,15.4209,0
1079.72,7006.14,21.345,0.727,0.492,1.219,"NGC4594","S0",11.8,18.3839,1
7246.22,7006.98,23.408,1.088,0.606,1.694,"NGC4594","S0",11.8,16.7348,0
1423.54,7015.53,21.841,0.557,0.464,1.021,"NGC4594","S0",11.8,17.2614,1
2439.94,7014.4,22.208,1.005,0.636,1.641,"NGC4594","S0",11.8,14.2425,1
6482.46,7016.2,23.042,0.965,0.511,1.476,"NGC4594","S0",11.8,14.5057,0
1677.39,7026.7,23.788,0.778,0.62,1.398,"NGC4594","S0",11.8,16.4831,0
944.74,7028.96,23.557,0.929,0.64,1.569,"NGC4594","S0",11.8,18.9083,0
7035.96,7027.95,23.528,0.613,0.509,1.122,"NGC4594","S0",11.8,16.1399,0
6427.86,7034.08,21.486,0.598,0.418,1.016,"NGC4594","S0",11.8,14.4213,1
7081.33,7045.53,23.144,0.932,0.626,1.558,"NGC4594","S0",11.8,16.3326,0
8399.72,7044.49,22.202,0.853,0.439,1.292,"NGC4594","S0",11.8,20.7827,1
8237.28,7054.01,22.12,0.979,0.506,1.485,"NGC4594","S0",11.8,20.2228,1
5904.68,7059.25,20.082,0.91,0.565,1.475,"NGC4594","S0",11.8,13.2633,1
3631.94,7069.84,19.734,0.662,0.488,1.15,"NGC4594","S0",11.8,12.1058,1
2720.17,7077.17,22.766,0.713,0.489,1.202,"NGC4594","S0",11.8,13.7759,0
3320.24,7086.6,22.673,0.553,0.511,1.064,"NGC4594","S0",11.8,12.6192,1
2189.34,7101.44,20.714,0.605,0.503,1.108,"NGC4594","S0",11.8,15.212,1
7241.42,7098.98,23.814,0.502,0.408,0.91,"NGC4594","S0",11.8,16.9905,0
7960.68,7109.58,21.532,0.677,0.414,1.091,"NGC4594","S0",11.8,19.394,1
8305.9,7128.59,23.276,0.969,0.62,1.589,"NGC4594","S0",11.8,20.6503,0
4266.92,7137.25,22.922,1.091,0.55,1.641,"NGC4594","S0",11.8,11.93,0
1023.93,44.83,24.337,0.742,0.354,1.096,"NGC4473","E",11.21,7.63273,0
2312.72,47.14,24.544,0.758,0.36,1.118,"NGC4473","E",11.21,7.2412,0
3507.96,97.33,22.385,0.974,0.539,1.513,"NGC4473","E",11.21,7.85568,0
3748.25,98.22,24.846,0.486,0.25,0.736,"NGC4473","E",11.21,8.11047,0
447.43,155,24.798,0.886,0.385,1.271,"NGC4473","E",11.21,7.94076,0
1295.46,162.36,24.49,0.624,0.533,1.157,"NGC4473","E",11.21,7.1845,0
834.62,199.01,23.795,1.009,0.623,1.632,"NGC4473","E",11.21,7.45207,0
720.8,211.94,24.624,0.758,0.327,1.085,"NGC4473","E",11.21,7.53241,0
2271.76,240.52,23.257,0.572,0.311,0.883,"NGC4473","E",11.21,6.78092,0
1068.17,242.85,23.991,0.645,0.393,1.038,"NGC4473","E",11.21,7.15896,0
3395.02,298.55,23.216,0.737,0.39,1.127,"NGC4473","E",11.21,7.31511,0
3754.5,369.62,24.503,0.736,0.412,1.148,"NGC4473","E",11.21,7.56596,0
1469.35,394.42,22.822,0.663,0.397,1.06,"NGC4473","E",11.21,6.55848,1
1989.25,415.59,24.229,0.935,0.478,1.413,"NGC4473","E",11.21,6.35681,0
2457.18,450.51,24.372,0.771,0.539,1.31,"NGC4473","E",11.21,6.33536,0
2852.99,506.06,23.082,0.676,0.465,1.141,"NGC4473","E",11.21,6.40613,1
369.84,528.12,22.184,0.919,0.479,1.398,"NGC4473","E",11.21,7.28191,0
1251.12,529.42,21.373,0.71,0.406,1.116,"NGC4473","E",11.21,6.3845,1
1697.55,565.1,24.342,0.81,0.506,1.316,"NGC4473","E",11.21,6.0669,0
2979.08,585.42,23.481,0.655,0.38,1.035,"NGC4473","E",11.21,6.32036,0
367.79,626.08,24.449,0.737,0.372,1.109,"NGC4473","E",11.21,7.09323,0
1084.58,642.86,23.947,0.533,0.405,0.938,"NGC4473","E",11.21,6.26459,0
1461.96,643.05,24.824,0.68,0.284,0.964,"NGC4473","E",11.21,5.9934,0
858.72,652.91,23.827,0.572,0.345,0.917,"NGC4473","E",11.21,6.45793,0
3920.3,656.75,23.584,0.59,0.432,1.022,"NGC4473","E",11.21,7.22396,0
3635.21,706.75,24.311,0.533,0.477,1.01,"NGC4473","E",11.21,6.74606,0
2952.43,741.35,23.814,0.611,0.471,1.082,"NGC4473","E",11.21,5.95449,0
2715.78,744.63,23.812,0.617,0.461,1.078,"NGC4473","E",11.21,5.779,0
3419.31,748.76,24.564,0.855,0.553,1.408,"NGC4473","E",11.21,6.39975,0
334.85,792.45,24.886,0.788,0.46,1.248,"NGC4473","E",11.21,6.81969,0
2216.09,803.37,24.469,0.915,0.575,1.49,"NGC4473","E",11.21,5.45236,0
1128.38,816.26,22.889,0.597,0.336,0.933,"NGC4473","E",11.21,5.84829,1
1859.25,823.47,23.654,0.665,0.474,1.139,"NGC4473","E",11.21,5.41855,0
2689.27,824.94,22.715,0.609,0.366,0.975,"NGC4473","E",11.21,5.5806,1
1442.34,836.37,24.468,0.459,0.456,0.915,"NGC4473","E",11.21,5.56539,0
1355.83,861.69,24.048,0.702,0.594,1.296,"NGC4473","E",11.21,5.56597,0
2874.03,878.45,22.302,0.653,0.432,1.085,"NGC4473","E",11.21,5.58898,1
326.09,922.67,23.207,0.638,0.386,1.024,"NGC4473","E",11.21,6.58959,1
403.15,926.35,24.484,0.604,0.556,1.16,"NGC4473","E",11.21,6.47203,0
3227.1,969.12,21.324,0.704,0.458,1.162,"NGC4473","E",11.21,5.72889,1
815.08,969.29,24.039,0.527,0.463,0.99,"NGC4473","E",11.21,5.85076,0
2862.89,1003.2,24.493,0.621,0.42,1.041,"NGC4473","E",11.21,5.30449,0
794.19,1003.55,21.485,0.618,0.375,0.993,"NGC4473","E",11.21,5.8065,1
244.34,1018.35,24.377,0.623,0.553,1.176,"NGC4473","E",11.21,6.53892,0
993.77,1018.37,23.901,0.999,0.721,1.72,"NGC4473","E",11.21,5.54835,0
158.99,1031.59,24.791,0.617,0.598,1.215,"NGC4473","E",11.21,6.64875,0
1792.36,1037.55,21.435,0.654,0.45,1.104,"NGC4473","E",11.21,4.93634,1
3167.59,1062.16,23.675,0.752,0.572,1.324,"NGC4473","E",11.21,5.47034,0
457.15,1061.7,22.346,0.722,0.404,1.126,"NGC4473","E",11.21,6.14291,1
1407.32,1083.71,23.828,0.654,0.514,1.168,"NGC4473","E",11.21,5.03231,0
2631.64,1083.92,24,0.623,0.427,1.05,"NGC4473","E",11.21,4.95774,0
858.01,1084.35,23.625,0.738,0.375,1.113,"NGC4473","E",11.21,5.56676,0
1996.75,1102.29,23.324,0.578,0.377,0.955,"NGC4473","E",11.21,4.74322,0
3129.09,1115.52,24.287,0.684,0.455,1.139,"NGC4473","E",11.21,5.31734,0
1585.45,1128.6,23.177,0.771,0.427,1.198,"NGC4473","E",11.21,4.81617,1
3019.49,1159.01,24.528,0.744,0.534,1.278,"NGC4473","E",11.21,5.1107,0
484.62,1206.92,24.728,0.432,0.471,0.903,"NGC4473","E",11.21,5.83678,0
2846.59,1210.71,23.564,0.687,0.476,1.163,"NGC4473","E",11.21,4.83583,0
958.13,1225.85,24.082,0.769,0.357,1.126,"NGC4473","E",11.21,5.16111,0
1848.4,1232.4,22.755,0.65,0.463,1.113,"NGC4473","E",11.21,4.46546,1
2118.6,1232.76,24.112,0.642,0.463,1.105,"NGC4473","E",11.21,4.43427,0
1645.02,1267.71,23.15,0.785,0.599,1.384,"NGC4473","E",11.21,4.46578,1
1658.51,1295.65,23.449,0.952,0.484,1.436,"NGC4473","E",11.21,4.39471,0
1500.62,1307.37,23,0.913,0.546,1.459,"NGC4473","E",11.21,4.46498,1
3040.42,1322.61,21.625,0.602,0.493,1.095,"NGC4473","E",11.21,4.78998,1
692.15,1364.28,24.401,0.766,0.352,1.118,"NGC4473","E",11.21,5.24362,0
3794.74,1418.67,24.731,0.689,0.469,1.158,"NGC4473","E",11.21,5.6752,0
2291.17,1430.41,21.773,0.585,0.426,1.011,"NGC4473","E",11.21,4.00083,1
3948.5,1435.59,23.381,0.938,0.654,1.592,"NGC4473","E",11.21,5.9097,1
1461.32,1451.84,22.965,0.686,0.469,1.155,"NGC4473","E",11.21,4.17326,1
3990.21,1465.75,24.224,0.515,0.35,0.865,"NGC4473","E",11.21,5.936,0
1918.11,1500.2,24.383,1.108,0.492,1.6,"NGC4473","E",11.21,3.82212,0
221.51,1521.46,23.325,0.603,0.372,0.975,"NGC4473","E",11.21,5.73956,0
773.45,1540.02,23.416,0.666,0.448,1.114,"NGC4473","E",11.21,4.80232,0
275,1567.57,22.418,0.61,0.395,1.005,"NGC4473","E",11.21,5.5739,1
2731.11,1582.53,21.133,0.569,0.405,0.974,"NGC4473","E",11.21,3.92488,1
1733.3,1605.4,23.133,0.906,0.541,1.447,"NGC4473","E",11.21,3.646,1
439.18,1609.13,22.517,0.979,0.58,1.559,"NGC4473","E",11.21,5.22212,1
2272.7,1647.53,24.104,0.827,0.538,1.365,"NGC4473","E",11.21,3.48922,0
2748.45,1676.56,23.874,0.856,0.458,1.314,"NGC4473","E",11.21,3.73951,0
1573.9,1697.44,22.917,0.833,0.508,1.341,"NGC4473","E",11.21,3.54086,1
296.19,1713.25,23.044,0.678,0.42,1.098,"NGC4473","E",11.21,5.31722,1
540.45,1717.86,24.748,0.726,0.544,1.27,"NGC4473","E",11.21,4.8745,0
307.01,1724.72,22.514,0.631,0.402,1.033,"NGC4473","E",11.21,5.28062,1
1662.35,1746.01,24.06,0.722,0.412,1.134,"NGC4473","E",11.21,3.36821,0
2219.64,1754.4,24.02,0.932,0.516,1.448,"NGC4473","E",11.21,3.22499,0
227.69,1759.58,24.855,0.644,0.284,0.928,"NGC4473","E",11.21,5.3785,0
840.88,1757.52,22.741,0.595,0.391,0.986,"NGC4473","E",11.21,4.31182,1
1830.84,1811.25,21.729,0.64,0.451,1.091,"NGC4473","E",11.21,3.12604,1
864.3,1816.73,22.997,0.847,0.519,1.366,"NGC4473","E",11.21,4.17212,1
3792.61,1831.14,23.449,0.65,0.39,1.04,"NGC4473","E",11.21,5.03575,0
2773.16,1833.53,24.275,0.451,0.442,0.893,"NGC4473","E",11.21,3.4358,0
4002.33,1847.05,22.73,0.801,0.536,1.337,"NGC4473","E",11.21,5.41571,1
2227.32,1852.71,23.616,0.666,0.544,1.21,"NGC4473","E",11.21,2.9974,0
1280.13,1879.22,24.491,0.781,0.396,1.177,"NGC4473","E",11.21,3.45744,0
3162.59,1889.24,23.319,0.608,0.49,1.098,"NGC4473","E",11.21,3.85342,1
2993.18,1900.77,23.034,0.589,0.469,1.058,"NGC4473","E",11.21,3.58153,1
813.84,1941.22,22.996,0.693,0.491,1.184,"NGC4473","E",11.21,4.04793,1
1038.13,1946.22,22.876,0.571,0.33,0.901,"NGC4473","E",11.21,3.67327,1
245.5,1945.82,24.07,0.839,0.578,1.417,"NGC4473","E",11.21,5.09548,0
2170.99,1954.5,22.181,0.601,0.461,1.062,"NGC4473","E",11.21,2.74604,1
2998.72,1956.4,21.995,0.885,0.575,1.46,"NGC4473","E",11.21,3.48594,1
1050.22,1962.27,22.064,0.645,0.473,1.118,"NGC4473","E",11.21,3.62625,1
3347.93,1974.81,24.784,0.42,0.397,0.817,"NGC4473","E",11.21,4.01603,0
389.73,1994.27,23.864,0.796,0.524,1.32,"NGC4473","E",11.21,4.75053,0
653.02,1994.07,23.109,1.004,0.575,1.579,"NGC4473","E",11.21,4.25219,1
3564.59,2008.28,22.418,0.929,0.559,1.488,"NGC4473","E",11.21,4.35858,1
2632.28,2011.11,23.187,0.72,0.518,1.238,"NGC4473","E",11.21,2.91303,1
838.32,2126.17,21.28,0.725,0.505,1.23,"NGC4473","E",11.21,3.71927,1
3228.77,2135.61,22.943,0.866,0.516,1.382,"NGC4473","E",11.21,3.55684,1
747,2176.33,22.114,0.659,0.475,1.134,"NGC4473","E",11.21,3.81862,1
2102.87,2184.73,23.294,0.932,0.615,1.547,"NGC4473","E",11.21,2.19662,1
2253.45,2188.03,23.803,0.58,0.455,1.035,"NGC4473","E",11.21,2.2276,0
137.89,2191.41,23.593,0.856,0.471,1.327,"NGC4473","E",11.21,5.03376,0
1290.88,2197.42,22.348,0.735,0.499,1.234,"NGC4473","E",11.21,2.8394,1
2726.99,2229.06,24.031,1.107,0.565,1.672,"NGC4473","E",11.21,2.59026,0
3579.18,2242.57,22.462,0.716,0.4,1.116,"NGC4473","E",11.21,4.08228,1
724.15,2242.38,23.549,0.844,0.624,1.468,"NGC4473","E",11.21,3.77546,0
1866.09,2251,23.857,0.688,0.482,1.17,"NGC4473","E",11.21,2.09758,0
2274.97,2268.05,23.809,0.712,0.377,1.089,"NGC4473","E",11.21,2.05411,0
1914.16,2278.13,23.762,1.045,0.667,1.712,"NGC4473","E",11.21,2.01157,0
2287.25,2290.43,24.694,0.766,0.378,1.144,"NGC4473","E",11.21,2.00987,0
1316.75,2301.24,23.621,0.95,0.479,1.429,"NGC4473","E",11.21,2.61649,0
3187.84,2303.47,23.019,0.631,0.544,1.175,"NGC4473","E",11.21,3.23631,1
1092.17,2309.16,24.397,0.742,0.447,1.189,"NGC4473","E",11.21,2.98663,0
3012.2,2332.45,23.468,0.788,0.612,1.4,"NGC4473","E",11.21,2.87063,1
1854.8,2334.24,24.169,0.723,0.421,1.144,"NGC4473","E",11.21,1.91482,0
3997.85,2344.14,24.72,1.071,0.557,1.628,"NGC4473","E",11.21,4.85945,0
2696.1,2359.7,22.919,0.988,0.574,1.562,"NGC4473","E",11.21,2.3029,1
2403.55,2364.89,24.298,0.806,0.591,1.397,"NGC4473","E",11.21,1.93242,0
3782.22,2371.29,24.751,0.577,0.319,0.896,"NGC4473","E",11.21,4.36913,0
2809.75,2399.73,23.935,1.046,0.622,1.668,"NGC4473","E",11.21,2.41299,0
2670.9,2413.35,22.893,0.728,0.447,1.175,"NGC4473","E",11.21,2.16814,1
2386.97,2434.64,24.368,0.835,0.652,1.487,"NGC4473","E",11.21,1.76683,0
3446.93,2435.59,23.519,0.625,0.375,1,"NGC4473","E",11.21,3.59357,0
2856.3,2441.4,21.171,0.751,0.483,1.234,"NGC4473","E",11.21,2.42661,1
2051.16,2451.5,22.292,0.718,0.47,1.188,"NGC4473","E",11.21,1.5696,1
1436.53,2451.75,20.651,0.779,0.524,1.303,"NGC4473","E",11.21,2.16653,1
2145.28,2469.06,24.55,0.629,0.455,1.084,"NGC4473","E",11.21,1.53629,0
1538.32,2479.07,24.849,0.59,0.566,1.156,"NGC4473","E",11.21,1.95971,0
1482.71,2488.63,21.805,0.791,0.532,1.323,"NGC4473","E",11.21,2.02923,1
1809.9,2495.25,21.97,0.779,0.564,1.343,"NGC4473","E",11.21,1.59167,1
1543.64,2510.51,24.427,0.678,0.341,1.019,"NGC4473","E",11.21,1.8954,0
774.05,2517.28,24.215,0.574,0.506,1.08,"NGC4473","E",11.21,3.35913,0
293.73,2524.6,23.195,0.789,0.452,1.241,"NGC4473","E",11.21,4.39986,1
1973.66,2528.31,21.267,0.737,0.534,1.271,"NGC4473","E",11.21,1.40814,1
922.68,2542.1,23.362,0.757,0.37,1.127,"NGC4473","E",11.21,3.02019,0
3043.65,2558.69,22.534,0.802,0.492,1.294,"NGC4473","E",11.21,2.62418,1
935.61,2562.23,23.279,0.75,0.436,1.186,"NGC4473","E",11.21,2.97203,1
1486.68,2563.3,23.918,0.84,0.596,1.436,"NGC4473","E",11.21,1.89814,0
3536.63,2565.3,21.428,0.688,0.424,1.112,"NGC4473","E",11.21,3.66367,1
658.39,2590.38,20.655,0.987,0.645,1.632,"NGC4473","E",11.21,3.5429,1
1869.85,2588.2,22.769,0.864,0.494,1.358,"NGC4473","E",11.21,1.33648,1
672.66,2605.24,23.131,0.714,0.357,1.071,"NGC4473","E",11.21,3.49941,1
58.26,2612.3,24.478,0.732,0.623,1.355,"NGC4473","E",11.21,4.87165,0
574.93,2627.6,23.018,0.711,0.518,1.229,"NGC4473","E",11.21,3.6984,1
1109.52,2644.89,23.865,0.7,0.542,1.242,"NGC4473","E",11.21,2.52071,0
1875.38,2650.23,21.789,0.678,0.484,1.162,"NGC4473","E",11.21,1.19645,1
1774.48,2660.91,24.538,0.814,0.675,1.489,"NGC4473","E",11.21,1.28587,0
1540.21,2663.93,22.88,0.927,0.601,1.528,"NGC4473","E",11.21,1.64665,1
1571.6,2670.84,22.299,0.655,0.469,1.124,"NGC4473","E",11.21,1.58058,1
2024.29,2696.61,23.929,0.624,0.437,1.061,"NGC4473","E",11.21,0.999553,0
2204.13,2704.47,23.904,0.825,0.568,1.393,"NGC4473","E",11.21,1.02016,0
411.46,2719.09,21.805,0.646,0.441,1.087,"NGC4473","E",11.21,4.0082,1
2436.4,2720.12,23.713,0.728,0.385,1.113,"NGC4473","E",11.21,1.2635,0
1458.41,2724.89,23.8,0.587,0.438,1.025,"NGC4473","E",11.21,1.71529,0
2844.21,2725.06,22.524,0.809,0.461,1.27,"NGC4473","E",11.21,2.02645,1
787.03,2726.9,24.614,0.743,0.501,1.244,"NGC4473","E",11.21,3.15421,0
1894.34,2736.7,24.891,0.42,0.331,0.751,"NGC4473","E",11.21,0.99275,0
2255.54,2766.87,23.417,0.907,0.632,1.539,"NGC4473","E",11.21,0.929542,1
845.02,2768.24,23.861,0.666,0.477,1.143,"NGC4473","E",11.21,2.99639,0
3309.29,2775.19,23.705,0.547,0.528,1.075,"NGC4473","E",11.21,3.00291,0
1744.83,2779.74,23.112,0.795,0.512,1.307,"NGC4473","E",11.21,1.11029,1
1354.6,2782.5,23.93,0.797,0.469,1.266,"NGC4473","E",11.21,1.86312,0
1486.71,2784.51,24.756,0.729,0.382,1.111,"NGC4473","E",11.21,1.58598,0
185.82,2792.19,21.303,0.65,0.423,1.073,"NGC4473","E",11.21,4.49124,1
1533.12,2792.59,23.057,0.876,0.567,1.443,"NGC4473","E",11.21,1.4826,1
3156.21,2797.15,21.873,0.687,0.456,1.143,"NGC4473","E",11.21,2.64403,1
207.16,2798.76,24.454,0.662,0.45,1.112,"NGC4473","E",11.21,4.43935,0
1725.7,2800.59,24.756,0.898,0.395,1.293,"NGC4473","E",11.21,1.10829,0
795.71,2803.92,23.963,0.932,0.507,1.439,"NGC4473","E",11.21,3.08644,0
1879.48,2806.65,23.039,0.882,0.56,1.442,"NGC4473","E",11.21,0.864785,1
2569.35,2810.3,23.761,0.739,0.483,1.222,"NGC4473","E",11.21,1.36704,0
1752.48,2812.85,23.597,0.723,0.452,1.175,"NGC4473","E",11.21,1.04277,0
1788.91,2813.47,20.633,0.816,0.53,1.346,"NGC4473","E",11.21,0.981684,1
1843.17,2813.73,23.707,0.672,0.441,1.113,"NGC4473","E",11.21,0.899309,0
1954.56,2814.31,22.817,0.843,0.624,1.467,"NGC4473","E",11.21,0.769275,1
798.79,2816.53,22.389,0.574,0.413,0.987,"NGC4473","E",11.21,3.07245,1
2492.62,2821.43,24.108,0.972,0.675,1.647,"NGC4473","E",11.21,1.20303,0
1458.26,2829.89,23.998,0.762,0.437,1.199,"NGC4473","E",11.21,1.59598,0
2524.37,2835.32,23.612,0.707,0.446,1.153,"NGC4473","E",11.21,1.24653,0
3871.77,2836.93,23.303,0.81,0.454,1.264,"NGC4473","E",11.21,4.26174,1
2194.28,2854.57,24.46,0.485,0.509,0.994,"NGC4473","E",11.21,0.681497,0
3134.42,2862.38,22.88,0.794,0.424,1.218,"NGC4473","E",11.21,2.55468,1
2215.3,2867.51,23.622,0.613,0.466,1.079,"NGC4473","E",11.21,0.676445,0
1727.32,2870.91,22.713,0.76,0.542,1.302,"NGC4473","E",11.21,1.00108,1
397.08,2873.22,24.594,0.651,0.3,0.951,"NGC4473","E",11.21,3.97241,0
1470.55,2878.4,24.341,0.733,0.567,1.3,"NGC4473","E",11.21,1.52412,0
2712.77,2894.27,22.799,0.932,0.568,1.5,"NGC4473","E",11.21,1.58522,1
424.46,2899.3,24.097,0.759,0.468,1.227,"NGC4473","E",11.21,3.90038,0
3082.88,2898.53,21.732,0.914,0.575,1.489,"NGC4473","E",11.21,2.41789,1
440.44,2898.72,22.751,0.692,0.388,1.08,"NGC4473","E",11.21,3.86346,1
2379.36,2901.45,22.888,0.909,0.541,1.45,"NGC4473","E",11.21,0.877786,1
929.61,2900.31,24.068,0.961,0.431,1.392,"NGC4473","E",11.21,2.73143,0
478.21,2903.43,23.631,0.834,0.395,1.229,"NGC4473","E",11.21,3.77429,0
2351.54,2905.55,23.35,0.914,0.542,1.456,"NGC4473","E",11.21,0.819742,1
1768.87,2911.3,24.076,0.754,0.398,1.152,"NGC4473","E",11.21,0.866918,0
1506.35,2901.94,22.451,0.775,0.48,1.255,"NGC4473","E",11.21,1.42586,1
2024.32,2915.05,22.79,1.025,0.6,1.625,"NGC4473","E",11.21,0.493486,1
1247.13,2916.67,22.956,0.618,0.382,1,"NGC4473","E",11.21,1.99624,1
3335.35,2917,23.089,0.677,0.439,1.116,"NGC4473","E",11.21,2.9911,1
2202.52,2916.27,24.105,0.55,0.519,1.069,"NGC4473","E",11.21,0.56254,0
1643.26,2925.6,24.723,0.855,0.453,1.308,"NGC4473","E",11.21,1.10824,0
2883.84,2937,23.175,0.668,0.475,1.143,"NGC4473","E",11.21,1.94309,1
2103.19,2943.47,24.204,1.065,0.668,1.733,"NGC4473","E",11.21,0.417699,0
2474.42,2947.28,21.565,0.619,0.451,1.07,"NGC4473","E",11.21,1.01952,1
1711.77,2952.92,22.964,0.623,0.439,1.062,"NGC4473","E",11.21,0.935555,1
2863.41,2955,24.353,0.781,0.439,1.22,"NGC4473","E",11.21,1.88734,0
2145.2,2956.1,22.391,0.775,0.488,1.263,"NGC4473","E",11.21,0.416745,1
2680.49,2960.78,23.03,0.571,0.456,1.027,"NGC4473","E",11.21,1.46694,1
2220,2972.13,22.742,0.643,0.456,1.099,"NGC4473","E",11.21,0.484576,1
2331.98,2974.88,23.804,0.724,0.465,1.189,"NGC4473","E",11.21,0.691197,0
606.16,2976.11,24.155,0.843,0.623,1.466,"NGC4473","E",11.21,3.45676,0
1063.35,2977.32,22.235,0.614,0.459,1.073,"NGC4473","E",11.21,2.39263,1
2486.58,2979.09,23.356,0.661,0.426,1.087,"NGC4473","E",11.21,1.01923,0
2942.83,2981.65,22.797,0.695,0.45,1.145,"NGC4473","E",11.21,2.05908,1
2291.26,3003.75,24.676,0.767,0.631,1.398,"NGC4473","E",11.21,0.574924,0
2008.49,3002.21,21.992,0.775,0.435,1.21,"NGC4473","E",11.21,0.315162,1
1711.79,3011.51,24.241,0.86,0.64,1.5,"NGC4473","E",11.21,0.886973,0
2017.54,3020.87,24.594,0.748,0.66,1.408,"NGC4473","E",11.21,0.266572,0
3604.25,3020.75,23.166,0.698,0.414,1.112,"NGC4473","E",11.21,3.59056,1
1842.38,3027.05,22.714,0.742,0.433,1.175,"NGC4473","E",11.21,0.58562,1
2086.17,3031.05,21.184,0.779,0.488,1.267,"NGC4473","E",11.21,0.208232,1
3772.43,3035.79,23.143,0.942,0.494,1.436,"NGC4473","E",11.21,3.98192,1
1693.61,3037.2,24.051,0.615,0.42,1.035,"NGC4473","E",11.21,0.91331,0
2574.43,3038.66,20.965,0.883,0.534,1.417,"NGC4473","E",11.21,1.18569,1
1529.09,3042.12,22.312,0.759,0.473,1.232,"NGC4473","E",11.21,1.29099,1
1990.47,3047.44,24.13,0.892,0.321,1.213,"NGC4473","E",11.21,0.259234,0
1086.23,3044.55,20.711,0.71,0.505,1.215,"NGC4473","E",11.21,2.32238,1
2188.04,3050.32,23.398,0.901,0.549,1.45,"NGC4473","E",11.21,0.310528,1
2319.38,3045.62,24.315,0.883,0.689,1.572,"NGC4473","E",11.21,0.59842,0
4054.99,3050.53,22.76,0.622,0.434,1.056,"NGC4473","E",11.21,4.64185,1
2354.57,3048.34,21.223,0.697,0.463,1.16,"NGC4473","E",11.21,0.676188,1
1769.66,3063.71,23.255,1.028,0.504,1.532,"NGC4473","E",11.21,0.726415,1
1228.3,3059.8,22.754,0.785,0.505,1.29,"NGC4473","E",11.21,1.98783,1
2897.84,3063.67,22.921,0.961,0.513,1.474,"NGC4473","E",11.21,1.9326,1
1717.23,3069.01,21.45,0.954,0.545,1.499,"NGC4473","E",11.21,0.845735,1
2800.48,3070.39,22.224,0.923,0.535,1.458,"NGC4473","E",11.21,1.70397,1
709.64,3076.35,22.984,0.848,0.457,1.305,"NGC4473","E",11.21,3.19959,1
3955.84,3077.82,20.997,0.68,0.425,1.105,"NGC4473","E",11.21,4.40785,1
1838.21,3077.43,21.081,0.745,0.481,1.226,"NGC4473","E",11.21,0.562658,1
1697.74,3077.63,23.629,0.785,0.473,1.258,"NGC4473","E",11.21,0.888537,0
1882.28,3085.63,23.041,0.972,0.608,1.58,"NGC4473","E",11.21,0.457642,1
1583.33,3099.11,22.684,0.732,0.395,1.127,"NGC4473","E",11.21,1.1522,1
2638.57,3103.77,23.563,0.915,0.585,1.5,"NGC4473","E",11.21,1.32132,0
1464.05,3105.86,23.292,0.751,0.442,1.193,"NGC4473","E",11.21,1.43102,1
2733.44,3108.22,23.203,0.604,0.327,0.931,"NGC4473","E",11.21,1.54329,0
2388.51,3108.4,21.695,0.69,0.463,1.153,"NGC4473","E",11.21,0.73544,1
1599.42,3110.41,23.491,1.02,0.536,1.556,"NGC4473","E",11.21,1.11374,0
2638.57,3103.77,23.563,0.915,0.585,1.5,"NGC4473","E",11.21,1.32132,0
