bx,by,V,BV,VR,BR,galaxy_name,host_galaxy_group_type,host_galaxy_mass,galcen_radius
293.73,"2,524.6",23.195,0.789,0.452,1.241,NGC 4473,E,11.21,4.39986
"1,973.66","2,528.31",21.267,0.737,0.534,1.271,NGC 4473,E,11.21,1.40814
"3,043.65","2,558.69",22.534,0.802,0.492,1.294,NGC 4473,E,11.21,2.62418
935.61,"2,562.23",23.279,0.75,0.436,1.186,NGC 4473,E,11.21,2.97203
"3,536.63","2,565.3",21.428,0.688,0.424,1.112,NGC 4473,E,11.21,3.66367
658.39,"2,590.38",20.655,0.987,0.645,1.632,NGC 4473,E,11.21,3.5429
"1,869.85","2,588.2",22.769,0.864,0.494,1.358,NGC 4473,E,11.21,1.33648
672.66,"2,605.24",23.131,0.714,0.357,1.071,NGC 4473,E,11.21,3.49941
574.93,"2,627.6",23.018,0.711,0.518,1.229,NGC 4473,E,11.21,3.6984
"1,875.38","2,650.23",21.789,0.678,0.484,1.162,NGC 4473,E,11.21,1.19645
"1,540.21","2,663.93",22.88,0.927,0.601,1.528,NGC 4473,E,11.21,1.64665
"1,571.6","2,670.84",22.299,0.655,0.469,1.124,NGC 4473,E,11.21,1.58058
411.46,"2,719.09",21.805,0.646,0.441,1.087,NGC 4473,E,11.21,4.0082
"2,844.21","2,725.06",22.524,0.809,0.461,1.27,NGC 4473,E,11.21,2.02645
"2,255.54","2,766.87",23.417,0.907,0.632,1.539,NGC 4473,E,11.21,0.929542
"1,744.83","2,779.74",23.112,0.795,0.512,1.307,NGC 4473,E,11.21,1.11029
185.82,"2,792.19",21.303,0.65,0.423,1.073,NGC 4473,E,11.21,4.49124
"1,533.12","2,792.59",23.057,0.876,0.567,1.443,NGC 4473,E,11.21,1.4826
"3,156.21","2,797.15",21.873,0.687,0.456,1.143,NGC 4473,E,11.21,2.64403
"1,879.48","2,806.65",23.039,0.882,0.56,1.442,NGC 4473,E,11.21,0.864785
"1,788.91","2,813.47",20.633,0.816,0.53,1.346,NGC 4473,E,11.21,0.981684
"1,954.56","2,814.31",22.817,0.843,0.624,1.467,NGC 4473,E,11.21,0.769275
798.79,"2,816.53",22.389,0.574,0.413,0.987,NGC 4473,E,11.21,3.07245
"3,871.77","2,836.93",23.303,0.81,0.454,1.264,NGC 4473,E,11.21,4.26174
"3,134.42","2,862.38",22.88,0.794,0.424,1.218,NGC 4473,E,11.21,2.55468
"1,727.32","2,870.91",22.713,0.76,0.542,1.302,NGC 4473,E,11.21,1.00108
"2,712.77","2,894.27",22.799,0.932,0.568,1.5,NGC 4473,E,11.21,1.58522
"3,082.88","2,898.53",21.732,0.914,0.575,1.489,NGC 4473,E,11.21,2.41789
440.44,"2,898.72",22.751,0.692,0.388,1.08,NGC 4473,E,11.21,3.86346
"2,379.36","2,901.45",22.888,0.909,0.541,1.45,NGC 4473,E,11.21,0.877786
"2,351.54","2,905.55",23.35,0.914,0.542,1.456,NGC 4473,E,11.21,0.819742
"1,506.35","2,901.94",22.451,0.775,0.48,1.255,NGC 4473,E,11.21,1.42586
"2,024.32","2,915.05",22.79,1.025,0.6,1.625,NGC 4473,E,11.21,0.493486
"1,247.13","2,916.67",22.956,0.618,0.382,1,NGC 4473,E,11.21,1.99624
"3,335.35",2917,23.089,0.677,0.439,1.116,NGC 4473,E,11.21,2.9911
"2,883.84",2937,23.175,0.668,0.475,1.143,NGC 4473,E,11.21,1.94309
"2,474.42","2,947.28",21.565,0.619,0.451,1.07,NGC 4473,E,11.21,1.01952
"1,711.77","2,952.92",22.964,0.623,0.439,1.062,NGC 4473,E,11.21,0.935555
"2,145.2","2,956.1",22.391,0.775,0.488,1.263,NGC 4473,E,11.21,0.416745
"2,680.49","2,960.78",23.03,0.571,0.456,1.027,NGC 4473,E,11.21,1.46694
2220,"2,972.13",22.742,0.643,0.456,1.099,NGC 4473,E,11.21,0.484576
"1,063.35","2,977.32",22.235,0.614,0.459,1.073,NGC 4473,E,11.21,2.39263
"2,942.83","2,981.65",22.797,0.695,0.45,1.145,NGC 4473,E,11.21,2.05908
"2,008.49","3,002.21",21.992,0.775,0.435,1.21,NGC 4473,E,11.21,0.315162
"3,604.25","3,020.75",23.166,0.698,0.414,1.112,NGC 4473,E,11.21,3.59056
"1,842.38","3,027.05",22.714,0.742,0.433,1.175,NGC 4473,E,11.21,0.58562
"2,086.17","3,031.05",21.184,0.779,0.488,1.267,NGC 4473,E,11.21,0.208232
"3,772.43","3,035.79",23.143,0.942,0.494,1.436,NGC 4473,E,11.21,3.98192
"2,574.43","3,038.66",20.965,0.883,0.534,1.417,NGC 4473,E,11.21,1.18569
"1,529.09","3,042.12",22.312,0.759,0.473,1.232,NGC 4473,E,11.21,1.29099
"1,086.23","3,044.55",20.711,0.71,0.505,1.215,NGC 4473,E,11.21,2.32238
"2,188.04","3,050.32",23.398,0.901,0.549,1.45,NGC 4473,E,11.21,0.310528
"4,054.99","3,050.53",22.76,0.622,0.434,1.056,NGC 4473,E,11.21,4.64185
"2,354.57","3,048.34",21.223,0.697,0.463,1.16,NGC 4473,E,11.21,0.676188
"1,769.66","3,063.71",23.255,1.028,0.504,1.532,NGC 4473,E,11.21,0.726415
"1,228.3","3,059.8",22.754,0.785,0.505,1.29,NGC 4473,E,11.21,1.98783
"2,897.84","3,063.67",22.921,0.961,0.513,1.474,NGC 4473,E,11.21,1.9326
"1,717.23","3,069.01",21.45,0.954,0.545,1.499,NGC 4473,E,11.21,0.845735
"2,800.48","3,070.39",22.224,0.923,0.535,1.458,NGC 4473,E,11.21,1.70397
709.64,"3,076.35",22.984,0.848,0.457,1.305,NGC 4473,E,11.21,3.19959
"3,955.84","3,077.82",20.997,0.68,0.425,1.105,NGC 4473,E,11.21,4.40785
"1,838.21","3,077.43",21.081,0.745,0.481,1.226,NGC 4473,E,11.21,0.562658
"1,882.28","3,085.63",23.041,0.972,0.608,1.58,NGC 4473,E,11.21,0.457642
"1,583.33","3,099.11",22.684,0.732,0.395,1.127,NGC 4473,E,11.21,1.1522
"1,464.05","3,105.86",23.292,0.751,0.442,1.193,NGC 4473,E,11.21,1.43102
"2,388.51","3,108.4",21.695,0.69,0.463,1.153,NGC 4473,E,11.21,0.73544
"1,916.28","3,159.8",22.086,0.962,0.578,1.54,NGC 4473,E,11.21,0.383507
"1,807.57","3,158.36",22.149,0.749,0.487,1.236,NGC 4473,E,11.21,0.632774
"1,667.45","3,160.58",23.263,0.96,0.473,1.433,NGC 4473,E,11.21,0.959215
"1,227.59","3,161.58",22.939,1.044,0.539,1.583,NGC 4473,E,11.21,1.98719
"3,498.41","3,168.02",22.485,0.871,0.496,1.367,NGC 4473,E,11.21,3.33715
"2,157.29","3,171.29",21.17,0.725,0.475,1.2,NGC 4473,E,11.21,0.229201
"2,315.46","3,174.7",22.595,0.71,0.444,1.154,NGC 4473,E,11.21,0.578921
"1,535.17","3,190.22",23.417,0.984,0.654,1.638,NGC 4473,E,11.21,1.27516
"2,291.03","3,198.95",22.916,0.955,0.624,1.579,NGC 4473,E,11.21,0.540435
"2,595.05","3,203.03",21.038,0.678,0.45,1.128,NGC 4473,E,11.21,1.23479
"1,230.24","3,197.55",23.104,0.572,0.454,1.026,NGC 4473,E,11.21,1.98707
"1,556.4","3,207.49",23.242,0.799,0.474,1.273,NGC 4473,E,11.21,1.23208
"2,234.79","3,208.43",20.949,0.794,0.475,1.269,NGC 4473,E,11.21,0.429889
"2,168.18","3,218.76",21.718,0.816,0.464,1.28,NGC 4473,E,11.21,0.320875
"2,677.26","3,219.94",22.195,0.942,0.508,1.45,NGC 4473,E,11.21,1.43128
"1,980.67","3,220.07",22.168,0.823,0.45,1.273,NGC 4473,E,11.21,0.324222
"1,505.99","3,241.16",23.325,0.938,0.529,1.467,NGC 4473,E,11.21,1.3631
"2,555.36","3,244.13",22.622,0.791,0.451,1.242,NGC 4473,E,11.21,1.1637
"2,205.42","3,247.63",22.525,0.996,0.522,1.518,NGC 4473,E,11.21,0.430351
"1,883.06","3,254.63",22.655,0.77,0.446,1.216,NGC 4473,E,11.21,0.550867
"1,912.94","3,257.01",23.004,0.915,0.503,1.418,NGC 4473,E,11.21,0.499078
"1,696.13","3,276.88",22.645,0.933,0.544,1.477,NGC 4473,E,11.21,0.961606
"2,456.45",3277,22.447,0.867,0.466,1.333,NGC 4473,E,11.21,0.968274
"2,913.46","3,298.15",21.039,0.746,0.47,1.216,NGC 4473,E,11.21,2.00943
"2,255.99","3,301.14",23.241,1.037,0.523,1.56,NGC 4473,E,11.21,0.603041
"1,017.68","3,300.61",21.086,0.671,0.442,1.113,NGC 4473,E,11.21,2.51299
"1,766.48","3,305.74",23.109,0.695,0.427,1.122,NGC 4473,E,11.21,0.845247
"2,046.09","3,302.85",23.327,1.032,0.538,1.57,NGC 4473,E,11.21,0.437503
"1,713.86","3,305.57",23.263,1.063,0.554,1.617,NGC 4473,E,11.21,0.95255
"2,698.79","3,310.78",21.832,0.889,0.526,1.415,NGC 4473,E,11.21,1.52984
"2,851.42","3,314.82",21.69,0.743,0.428,1.171,NGC 4473,E,11.21,1.87679
"2,393.64","3,328.71",23.027,1.034,0.6,1.634,NGC 4473,E,11.21,0.895062
"2,842.68","3,338.74",23.121,0.93,0.522,1.452,NGC 4473,E,11.21,1.87167
"1,918.59","3,345.12",22.867,0.737,0.444,1.181,NGC 4473,E,11.21,0.645404
"3,358.47","3,357.47",23.365,0.962,0.514,1.476,NGC 4473,E,11.21,3.0591
"2,123.9","3,370.24",23.378,0.946,0.592,1.538,NGC 4473,E,11.21,0.601802
"1,842.55","3,371.14",22.451,0.811,0.476,1.287,NGC 4473,E,11.21,0.804621
"1,555.54","3,385.91",22.094,0.678,0.444,1.122,NGC 4473,E,11.21,1.36875
"1,996.42","3,404.49",22.446,0.733,0.434,1.167,NGC 4473,E,11.21,0.695852
"3,981.12","3,422.19",23.074,0.688,0.411,1.099,NGC 4473,E,11.21,4.52246
"3,134.79","3,427.65",21.842,0.879,0.541,1.42,NGC 4473,E,11.21,2.5871
"3,324.33","3,427.42",21.918,0.637,0.446,1.083,NGC 4473,E,11.21,3.01575
"1,922.51","3,455.54",22.329,0.938,0.519,1.457,NGC 4473,E,11.21,0.867891
"2,159.36","3,464.2",23.298,0.928,0.488,1.416,NGC 4473,E,11.21,0.835368
"2,129.42","3,466.05",22.013,0.852,0.497,1.349,NGC 4473,E,11.21,0.825859
"1,915.63","3,466.66",22.464,0.679,0.42,1.099,NGC 4473,E,11.21,0.898351
"1,552.72","3,479.87",22.405,0.828,0.529,1.357,NGC 4473,E,11.21,1.48848
440.69,"3,485.27",23.083,0.879,0.539,1.418,NGC 4473,E,11.21,3.92383
"2,602.2","3,513.75",22.448,0.744,0.515,1.259,NGC 4473,E,11.21,1.54523
"1,444.51","3,517.07",22.385,0.773,0.488,1.261,NGC 4473,E,11.21,1.74813
"2,096.9","3,519.85",21.483,0.97,0.591,1.561,NGC 4473,E,11.21,0.943752
"2,843.61","3,542.26",23.375,1.023,0.634,1.657,NGC 4473,E,11.21,2.05765
"1,279.36","3,546.63",20.87,0.686,0.429,1.115,NGC 4473,E,11.21,2.11732
"2,315.22","3,546.53",23.219,0.566,0.435,1.001,NGC 4473,E,11.21,1.1521
"2,323.33","3,577.75",23.07,0.717,0.434,1.151,NGC 4473,E,11.21,1.22554
"1,971.23","3,580.86",23.072,0.637,0.47,1.107,NGC 4473,E,11.21,1.11251
"1,703.47","3,621.61",23.095,0.711,0.383,1.094,NGC 4473,E,11.21,1.46721
"1,756.92","3,652.73",23.3,0.962,0.58,1.542,NGC 4473,E,11.21,1.45901
909.18,"3,678.52",22.051,0.765,0.493,1.258,NGC 4473,E,11.21,3.03095
"1,580.72","3,684.73",22.398,0.56,0.351,0.911,NGC 4473,E,11.21,1.76304
728.48,"3,684.18",22.057,0.894,0.512,1.406,NGC 4473,E,11.21,3.42242
1629,"3,689.46",22.942,0.61,0.442,1.052,NGC 4473,E,11.21,1.6997
"2,439.19","3,691.76",23.084,0.694,0.502,1.196,NGC 4473,E,11.21,1.59417
"3,288.32","3,717.18",22.024,0.642,0.391,1.033,NGC 4473,E,11.21,3.17159
"3,541.47","3,728.34",22.846,0.711,0.396,1.107,NGC 4473,E,11.21,3.7225
"3,528.38","3,729.59",20.65,0.678,0.403,1.081,NGC 4473,E,11.21,3.69536
"3,846.22","3,825.68",23.201,0.673,0.385,1.058,NGC 4473,E,11.21,4.46993
"2,786.14","3,832.98",22.325,0.647,0.404,1.051,NGC 4473,E,11.21,2.36505
"1,359.23","3,847.52",22.148,0.815,0.465,1.28,NGC 4473,E,11.21,2.39644
590.47,"3,866.63",22.212,0.871,0.429,1.3,NGC 4473,E,11.21,3.89623
"2,115.36","3,893.05",22.605,0.805,0.453,1.258,NGC 4473,E,11.21,1.82194
"2,716.36","3,899.94",22.38,0.784,0.466,1.25,NGC 4473,E,11.21,2.37241
"1,331.63","3,941.12",23.169,0.771,0.492,1.263,NGC 4473,E,11.21,2.60111
"2,260.89","3,947.11",22.734,0.567,0.346,0.913,NGC 4473,E,11.21,1.99473
"1,899.23","3,981.01",23.28,0.784,0.595,1.379,NGC 4473,E,11.21,2.06755
583.31,"4,096.17",23.256,0.858,0.437,1.295,NGC 4473,E,11.21,4.18152
"6,219.98",217.47,20.405,0.684,0.412,1.096,NGC 4472,E,12.2,20.0919
"3,256.67",277.73,21.18,0.863,0.481,1.344,NGC 4472,E,12.2,19.5506
"3,361.54",382.67,21.15,0.831,0.592,1.423,NGC 4472,E,12.2,18.9823
"2,452.47",395.44,20.881,0.545,0.387,0.932,NGC 4472,E,12.2,20.4331
"4,742.78",529.93,20.696,0.606,0.418,1.024,NGC 4472,E,12.2,17.53
"4,142.09",588.32,21.253,0.668,0.404,1.072,NGC 4472,E,12.2,17.4034
"5,610.65",647.76,21.074,0.783,0.497,1.28,NGC 4472,E,12.2,17.533
"7,076.37",679.01,19.665,0.819,0.453,1.272,NGC 4472,E,12.2,19.9293
"7,607.66",717.13,20.69,0.542,0.307,0.849,NGC 4472,E,12.2,21.1143
"4,461.96",757.27,20.658,0.856,0.505,1.361,NGC 4472,E,12.2,16.558
"4,279.75",834.57,21.216,0.561,0.442,1.003,NGC 4472,E,12.2,16.2803
"2,674.32",870.48,20.01,0.784,0.573,1.357,NGC 4472,E,12.2,18.1713
"7,146.31",884.17,20.928,1.043,0.586,1.629,NGC 4472,E,12.2,19.3509
"3,317.75",916.07,21.255,0.857,0.511,1.368,NGC 4472,E,12.2,16.8563
"5,633.54","1,056.81",20.47,0.674,0.384,1.058,NGC 4472,E,12.2,15.8472
"4,188.36","1,131.63",21.191,0.628,0.384,1.012,NGC 4472,E,12.2,15.049
"5,965.81","1,169.59",21.053,0.708,0.384,1.092,NGC 4472,E,12.2,15.8441
"8,127.36","1,392.84",19.694,0.852,0.516,1.368,NGC 4472,E,12.2,20.4841
"1,800.33","1,446.99",20.083,0.906,0.471,1.377,NGC 4472,E,12.2,18.3219
"5,705.32","1,553.79",21.17,0.62,0.468,1.088,NGC 4472,E,12.2,13.8901
"3,436.45","1,601.08",21.146,0.54,0.345,0.885,NGC 4472,E,12.2,13.9102
"2,596.15","1,605.18",20.543,0.641,0.417,1.058,NGC 4472,E,12.2,15.635
"1,232.1","1,616.94",21.021,0.735,0.439,1.174,NGC 4472,E,12.2,19.5776
"2,577.55","1,635.87",20.954,0.591,0.385,0.976,NGC 4472,E,12.2,15.5726
"3,498.29","1,647.97",19.63,0.708,0.55,1.258,NGC 4472,E,12.2,13.6229
974.41,"1,707.12",21.394,1.026,0.581,1.607,NGC 4472,E,12.2,20.195
"6,679.72","1,718.41",21.367,0.745,0.561,1.306,NGC 4472,E,12.2,15.2244
"4,234.37","1,747.1",20.687,0.641,0.398,1.039,NGC 4472,E,12.2,12.3869
"3,601.51","1,755.51",19.92,0.611,0.473,1.084,NGC 4472,E,12.2,13.0299
"5,969.01","1,884.46",19.873,0.697,0.473,1.17,NGC 4472,E,12.2,13.0138
"3,511.1","1,904.85",20.112,0.477,0.389,0.866,NGC 4472,E,12.2,12.575
"7,260.76","1,901.56",20.047,0.733,0.451,1.184,NGC 4472,E,12.2,16.2402
"1,962.53","1,974.46",21.336,0.814,0.537,1.351,NGC 4472,E,12.2,16.1995
"1,625.48","1,998.86",20.897,0.76,0.452,1.212,NGC 4472,E,12.2,17.2116
"2,742.34","1,998.68",20.877,0.49,0.373,0.863,NGC 4472,E,12.2,13.8855
"6,402.54","2,042.53",20.92,0.81,0.52,1.33,NGC 4472,E,12.2,13.382
"6,933.88","2,049.19",19.625,0.643,0.431,1.074,NGC 4472,E,12.2,14.7997
"2,511.71","2,079.39",20.09,0.555,0.429,0.984,NGC 4472,E,12.2,14.2362
"4,796.47","2,093.05",20.623,1.044,0.692,1.736,NGC 4472,E,12.2,10.786
"2,740.14","2,105.12",19.674,0.881,0.613,1.494,NGC 4472,E,12.2,13.525
"4,683.21","2,108.82",20.806,0.879,0.517,1.396,NGC 4472,E,12.2,10.6984
"6,065.55","2,141.48",21.156,0.688,0.508,1.196,NGC 4472,E,12.2,12.2316
"4,593.64","2,147.76",20.012,0.512,0.322,0.834,NGC 4472,E,12.2,10.5306
"5,552.5","2,169.45",21.22,0.728,0.471,1.199,NGC 4472,E,12.2,11.158
"6,608.03","2,190.92",20.263,0.608,0.407,1.015,NGC 4472,E,12.2,13.4082
"5,224.61","2,196.48",21.302,0.625,0.504,1.129,NGC 4472,E,12.2,10.623
"6,939.25","2,230.7",20.119,0.713,0.414,1.127,NGC 4472,E,12.2,14.2424
"7,974.64","2,230.41",20.64,0.737,0.47,1.207,NGC 4472,E,12.2,17.6836
"6,753.04","2,262.32",20.581,0.698,0.494,1.192,NGC 4472,E,12.2,13.587
"4,147.08","2,285.42",21.262,0.565,0.461,1.026,NGC 4472,E,12.2,10.1636
"2,221.45","2,290.6",19.674,0.689,0.461,1.15,NGC 4472,E,12.2,14.4468
"2,437.23","2,343.4",21.239,0.823,0.458,1.281,NGC 4472,E,12.2,13.6177
"2,533.04","2,361.87",21.178,0.62,0.458,1.078,NGC 4472,E,12.2,13.2708
"8,393.71","2,366.23",20.906,0.693,0.376,1.069,NGC 4472,E,12.2,18.8936
"4,915.36","2,389.73",20.626,0.709,0.466,1.175,NGC 4472,E,12.2,9.55562
"3,346.44","2,399.11",21.053,0.85,0.571,1.421,NGC 4472,E,12.2,10.9926
"1,228.17","2,418.37",19.88,0.744,0.424,1.168,NGC 4472,E,12.2,17.5322
"8,005.14","2,414.75",20.443,0.998,0.666,1.664,NGC 4472,E,12.2,17.3458
906.8,"2,448.61",21.125,0.604,0.433,1.037,NGC 4472,E,12.2,18.6623
"6,088.4","2,488.72",21.228,0.64,0.488,1.128,NGC 4472,E,12.2,11.0146
"7,383.63","2,513.51",20.527,0.829,0.472,1.301,NGC 4472,E,12.2,14.884
"5,400.75","2,604.44",19.894,0.655,0.459,1.114,NGC 4472,E,12.2,9.16291
"5,133.3","2,610.57",21.226,0.846,0.59,1.436,NGC 4472,E,12.2,8.78783
"7,212.13","2,626.31",20.891,0.778,0.499,1.277,NGC 4472,E,12.2,13.9942
"4,845.46","2,641.66",21.193,1.016,0.593,1.609,NGC 4472,E,12.2,8.43827
"3,351.68","2,666.28",20.574,0.612,0.496,1.108,NGC 4472,E,12.2,10.0079
"3,795.3","2,680.17",21.357,0.739,0.562,1.301,NGC 4472,E,12.2,9.01458
"3,087.3","2,770.92",20.112,0.554,0.456,1.01,NGC 4472,E,12.2,10.3485
"8,152.48","2,778.55",20.967,0.772,0.478,1.25,NGC 4472,E,12.2,17.1093
"4,346.11","2,784.15",21.119,0.703,0.533,1.236,NGC 4472,E,12.2,7.88425
"3,921.58","2,818.12",20.927,0.681,0.437,1.118,NGC 4472,E,12.2,8.25106
"3,027.01","2,848.3",21.291,0.632,0.491,1.123,NGC 4472,E,12.2,10.2757
"8,264.87","2,860.75",19.836,0.712,0.402,1.114,NGC 4472,E,12.2,17.3884
"4,857.09","2,890.61",20.248,0.52,0.355,0.875,NGC 4472,E,12.2,7.37401
"6,791.34","2,894.4",21.106,0.857,0.478,1.335,NGC 4472,E,12.2,11.8356
"4,726.11","2,924.64",20.653,0.759,0.498,1.257,NGC 4472,E,12.2,7.17789
"3,690.47","2,952.42",20.238,0.579,0.433,1.012,NGC 4472,E,12.2,8.17838
"2,854.16","2,958.48",21.157,0.711,0.497,1.208,NGC 4472,E,12.2,10.479
"5,924.26","2,984.76",20.182,0.705,0.472,1.177,NGC 4472,E,12.2,8.86255
"4,922.49","3,024.66",21.15,0.474,0.377,0.851,NGC 4472,E,12.2,6.84301
545.5,"3,044.31",20.942,0.556,0.314,0.87,NGC 4472,E,12.2,19.0035
"1,097.15","3,079.69",21.008,0.497,0.393,0.89,NGC 4472,E,12.2,16.7217
"6,370.32","3,090.53",21.196,0.5,0.406,0.906,NGC 4472,E,12.2,9.88176
"2,027.1","3,119.59",21.28,0.665,0.539,1.204,NGC 4472,E,12.2,13.0123
"1,135.34","3,180.76",20.685,0.853,0.546,1.399,NGC 4472,E,12.2,16.4044
3297,"3,225.38",20.157,0.572,0.461,1.033,NGC 4472,E,12.2,8.29362
"4,321.66","3,225.86",21.127,0.89,0.539,1.429,NGC 4472,E,12.2,6.03435
"4,531.28","3,229.64",21.084,0.654,0.516,1.17,NGC 4472,E,12.2,5.87203
"5,172.19","3,237.06",20.056,0.617,0.463,1.08,NGC 4472,E,12.2,6.24941
"2,471.73","3,248.66",19.787,0.641,0.497,1.138,NGC 4472,E,12.2,11.0655
"2,660.24","3,260.32",20.863,0.573,0.408,0.981,NGC 4472,E,12.2,10.3482
"7,015.81","3,271.29",20.955,0.619,0.414,1.033,NGC 4472,E,12.2,11.7432
"5,908.48","3,308.73",20.869,0.716,0.558,1.274,NGC 4472,E,12.2,7.76696
"7,002.61","3,308.69",20.776,0.636,0.434,1.07,NGC 4472,E,12.2,11.6149
"2,757.25","3,326.3",20.976,0.64,0.531,1.171,NGC 4472,E,12.2,9.84057
"6,762.22","3,344.55",21.09,0.814,0.498,1.312,NGC 4472,E,12.2,10.628
"4,510.99","3,349.57",21.292,0.602,0.479,1.081,NGC 4472,E,12.2,5.36476
"7,669.47","3,385.91",20.614,0.807,0.485,1.292,NGC 4472,E,12.2,14.1027
"7,820.77","3,384.92",20.31,0.725,0.433,1.158,NGC 4472,E,12.2,14.7172
"5,915.45","3,394.79",20.825,0.657,0.478,1.135,NGC 4472,E,12.2,7.52852
"7,017.91","3,396.75",21.172,0.823,0.529,1.352,NGC 4472,E,12.2,11.4971
"6,532.13","3,403.06",20.786,0.611,0.441,1.052,NGC 4472,E,12.2,9.64096
"3,473.51","3,439.6",20.397,0.512,0.4,0.912,NGC 4472,E,12.2,7.10057
"4,417.38","3,444.02",20.95,0.763,0.506,1.269,NGC 4472,E,12.2,5.02418
"4,768.24","3,476.6",20.71,0.569,0.435,1.004,NGC 4472,E,12.2,4.81114
"4,553.93","3,502.57",21.243,0.594,0.443,1.037,NGC 4472,E,12.2,4.68826
"5,231.39","3,540.33",21.362,0.723,0.57,1.293,NGC 4472,E,12.2,5.16949
"1,765.58","3,574.53",20.338,0.766,0.466,1.232,NGC 4472,E,12.2,13.2524
"6,104.9","3,604.19",21.161,0.62,0.427,1.047,NGC 4472,E,12.2,7.60766
741.1,"3,619.01",20.732,0.642,0.37,1.012,NGC 4472,E,12.2,17.4675
"5,270.45","3,611.27",20.178,0.661,0.448,1.109,NGC 4472,E,12.2,4.99326
824.21,"3,632.49",20.082,0.728,0.406,1.134,NGC 4472,E,12.2,17.1035
"6,305.13","3,637.93",21.235,0.642,0.442,1.084,NGC 4472,E,12.2,8.27051
"4,945.56","3,678.73",19.889,0.583,0.452,1.035,NGC 4472,E,12.2,4.1155
"7,008.4","3,696.35",21.047,0.499,0.35,0.849,NGC 4472,E,12.2,10.9366
"8,061.65","3,709.93",20.831,0.726,0.436,1.162,NGC 4472,E,12.2,15.2884
"4,019.39","3,736.6",19.899,0.718,0.536,1.254,NGC 4472,E,12.2,4.56702
"4,969.85","3,749.41",21.099,0.652,0.45,1.102,NGC 4472,E,12.2,3.86272
"5,047.87","3,750.18",20.936,0.674,0.506,1.18,NGC 4472,E,12.2,3.99429
"4,545.8","3,751.86",21.369,0.976,0.627,1.603,NGC 4472,E,12.2,3.62041
"5,869.47","3,755.41",21.24,0.608,0.521,1.129,NGC 4472,E,12.2,6.39224
"4,367.81","3,788.72",21.243,0.78,0.571,1.351,NGC 4472,E,12.2,3.64416
"5,747.47","3,788.12",20.431,0.514,0.382,0.896,NGC 4472,E,12.2,5.87637
"4,682.51","3,813.45",21.334,0.566,0.496,1.062,NGC 4472,E,12.2,3.32928
"2,261.33","3,835.79",21.118,0.843,0.603,1.446,NGC 4472,E,12.2,10.8592
"3,444.16","3,840.94",20.714,0.631,0.454,1.085,NGC 4472,E,12.2,6.13764
"6,157.74","3,843.75",21.243,0.727,0.454,1.181,NGC 4472,E,12.2,7.28542
"5,092.32","3,852.88",20.741,0.931,0.577,1.508,NGC 4472,E,12.2,3.69488
"3,568.51","3,860.72",19.66,0.649,0.479,1.128,NGC 4472,E,12.2,5.63688
"3,990.78","3,865.11",20.579,0.657,0.454,1.111,NGC 4472,E,12.2,4.2201
"5,893.97","3,870.32",21.154,0.854,0.558,1.412,NGC 4472,E,12.2,6.2183
"4,881.71","3,929.35",20.561,0.629,0.442,1.071,NGC 4472,E,12.2,2.99886
"3,814.11","3,931.55",21.134,0.849,0.614,1.463,NGC 4472,E,12.2,4.59284
5102,"3,949.79",21.035,0.846,0.542,1.388,NGC 4472,E,12.2,3.36735
"5,547.1","3,990.09",21.126,0.675,0.454,1.129,NGC 4472,E,12.2,4.66113
"5,621.01","3,992.08",20.251,0.571,0.475,1.046,NGC 4472,E,12.2,4.92782
"4,389.22","3,999.52",20.032,0.857,0.56,1.417,NGC 4472,E,12.2,2.76456
"4,256.32","4,011.33",20.899,0.505,0.441,0.946,NGC 4472,E,12.2,3.00485
"5,189.55","4,016.63",21.407,0.746,0.576,1.322,NGC 4472,E,12.2,3.38684
"6,598.78","4,019.47",20.537,0.773,0.567,1.34,NGC 4472,E,12.2,8.80229
"4,290.11","4,022.91",20.958,0.531,0.469,1,NGC 4472,E,12.2,2.88178
"4,971.6","4,024.74",20.693,0.56,0.456,1.016,NGC 4472,E,12.2,2.78662
"4,864.65","4,030.18",21.404,0.909,0.648,1.557,NGC 4472,E,12.2,2.56373
"4,876.93","4,029.99",20.966,0.829,0.593,1.422,NGC 4472,E,12.2,2.58431
"4,001.78","4,037.75",20.837,0.592,0.437,1.029,NGC 4472,E,12.2,3.67176
"3,252.94","4,053.86",20.845,0.647,0.486,1.133,NGC 4472,E,12.2,6.48378
"2,408.59","4,075.48",21.084,0.663,0.46,1.123,NGC 4472,E,12.2,9.97715
"4,532.49","4,073.9",21.238,0.699,0.526,1.225,NGC 4472,E,12.2,2.25895
"2,761.14","4,084.82",21.186,0.989,0.671,1.66,NGC 4472,E,12.2,8.48058
"2,815.82","4,111.86",20.605,0.666,0.529,1.195,NGC 4472,E,12.2,8.22197
"4,441.55","4,127.72",21.092,0.602,0.415,1.017,NGC 4472,E,12.2,2.16693
"4,540.19","4,128.4",20.979,0.882,0.568,1.45,NGC 4472,E,12.2,2.02221
"4,437.56","4,168.56",21.201,0.875,0.555,1.43,NGC 4472,E,12.2,2.01623
"5,793.65","4,166.25",20.503,0.711,0.534,1.245,NGC 4472,E,12.2,5.2773
"4,600.69","4,177.67",20.309,0.723,0.517,1.24,NGC 4472,E,12.2,1.76489
"4,553.51","4,184.59",21.3,0.756,0.505,1.261,NGC 4472,E,12.2,1.77272
"4,553.5","4,184.58",21.3,0.757,0.505,1.262,NGC 4472,E,12.2,1.77277
