"bx","by","V","BV","VR","BR","galaxy_name","host_galaxy_group_type","host_galaxy_mass","galcen_radius"
3655.45,7275.74,20.186,0.612,0.376,0.988,"NGC3379","E",11.3,13.1564
2254.71,7310.24,20.634,0.561,0.33,0.891,"NGC3379","E",11.3,15.932
2323.76,7582.16,20.466,0.55,0.322,0.872,"NGC3379","E",11.3,16.7362
7451.74,7735.93,20.803,0.638,0.461,1.099,"NGC3379","E",11.3,19.7627
7386.54,7767.45,19.285,0.544,0.376,0.92,"NGC3379","E",11.3,19.6774
3431.74,25.6,21.787,0.612,0.527,1.139,"NGC2683","Spiral",10.9,1.58932
2820,33.94,20.231,0.687,0.494,1.181,"NGC2683","Spiral",10.9,1.44871
474.38,109.35,21.342,0.862,0.541,1.403,"NGC2683","Spiral",10.9,6.18922
1838.26,112.91,22.379,0.629,0.473,1.102,"NGC2683","Spiral",10.9,3.10317
3140.69,152.68,22.168,0.551,0.417,0.968,"NGC2683","Spiral",10.9,1.05971
3071.28,328.38,20.485,0.84,0.553,1.393,"NGC2683","Spiral",10.9,0.635048
3207.36,398.28,22.094,0.888,0.538,1.426,"NGC2683","Spiral",10.9,0.570181
3507.59,410.59,21.987,0.798,0.586,1.384,"NGC2683","Spiral",10.9,1.11584
1838.33,448.93,22.1,0.742,0.522,1.264,"NGC2683","Spiral",10.9,2.90821
2450.15,467.62,21.12,0.884,0.601,1.485,"NGC2683","Spiral",10.9,1.48575
1195.14,482.99,21.704,0.637,0.386,1.023,"NGC2683","Spiral",10.9,4.40228
3649.19,502.46,22.026,0.727,0.575,1.302,"NGC2683","Spiral",10.9,1.37485
2553.93,534.74,19.809,0.985,0.599,1.584,"NGC2683","Spiral",10.9,1.21974
3621.35,553.84,22.755,0.606,0.507,1.113,"NGC2683","Spiral",10.9,1.29503
3811.76,648.18,21.552,0.599,0.476,1.075,"NGC2683","Spiral",10.9,1.74031
3887.7,683.68,22.045,0.546,0.511,1.057,"NGC2683","Spiral",10.9,1.92457
2663.64,752.2,21.28,0.72,0.535,1.255,"NGC2683","Spiral",10.9,1.0187
3878.28,915.39,20.504,0.625,0.487,1.112,"NGC2683","Spiral",10.9,2.03158
1837.12,931.61,18.894,0.724,0.399,1.123,"NGC2683","Spiral",10.9,2.99359
3820.22,963,22.199,0.731,0.526,1.257,"NGC2683","Spiral",10.9,1.95152
2409.18,986.38,19.14,0.623,0.341,0.964,"NGC2683","Spiral",10.9,1.7961
2807.53,1047.12,21.511,0.734,0.462,1.196,"NGC2683","Spiral",10.9,1.21718
2943.79,1115.5,20.556,0.601,0.477,1.078,"NGC2683","Spiral",10.9,1.24552
3036.01,1147.24,22.331,0.673,0.416,1.089,"NGC2683","Spiral",10.9,1.28632
954.14,1517.91,21.942,0.779,0.417,1.196,"NGC2683","Spiral",10.9,5.40744
2717.65,1709.65,21.643,0.868,0.487,1.355,"NGC2683","Spiral",10.9,2.73048
3226.64,1803.12,21.075,0.751,0.472,1.223,"NGC2683","Spiral",10.9,2.84384
3330.44,1815.77,20.084,0.735,0.432,1.167,"NGC2683","Spiral",10.9,2.91398
204.16,1940.06,21.961,0.634,0.434,1.068,"NGC2683","Spiral",10.9,7.41689
1210.05,2133.69,19.102,0.77,0.44,1.21,"NGC2683","Spiral",10.9,5.6529
4015.16,2366.32,22.625,0.606,0.459,1.065,"NGC2683","Spiral",10.9,4.69291
3176.79,2659.9,22.05,0.625,0.442,1.067,"NGC2683","Spiral",10.9,4.83434
3018.96,2942.72,21.102,0.769,0.472,1.241,"NGC2683","Spiral",10.9,5.49229
1753.91,3266.32,22.69,0.969,0.651,1.62,"NGC2683","Spiral",10.9,6.97155
2479.22,3663.36,21.88,0.715,0.446,1.161,"NGC2683","Spiral",10.9,7.31313
586.07,3696.47,19.564,0.727,0.506,1.233,"NGC2683","Spiral",10.9,9.3073
2436.04,3848.44,21.953,0.657,0.406,1.063,"NGC2683","Spiral",10.9,7.75823
2568.39,3969.3,21.19,0.642,0.42,1.062,"NGC2683","Spiral",10.9,7.98454
2770.12,153.38,21.733,0.734,0.447,1.181,"NGC1172","E",10.892,2.69088
1475.4,155.45,22.746,0.703,0.431,1.134,"NGC1172","E",10.892,2.54242
2109.97,163.64,22.618,0.806,0.463,1.269,"NGC1172","E",10.892,2.11044
2460.8,201.49,21.871,0.821,0.479,1.3,"NGC1172","E",10.892,2.21794
3318.45,203.52,21.721,0.768,0.449,1.217,"NGC1172","E",10.892,3.55276
946.87,442.4,21.178,0.698,0.43,1.128,"NGC1172","E",10.892,3.0039
3640.2,477.72,22.524,0.904,0.512,1.416,"NGC1172","E",10.892,3.92898
2243.24,526.69,21.847,0.789,0.466,1.255,"NGC1172","E",10.892,1.32172
2529.53,579.64,22.397,0.778,0.489,1.267,"NGC1172","E",10.892,1.56521
3048.94,619.67,22.056,0.546,0.364,0.91,"NGC1172","E",10.892,2.52139
2703.8,711.44,21.395,0.712,0.46,1.172,"NGC1172","E",10.892,1.70196
2188.76,713.69,21.96,0.725,0.433,1.158,"NGC1172","E",10.892,0.865637
2162.38,719.01,22.578,0.865,0.523,1.388,"NGC1172","E",10.892,0.835421
2093.59,729.36,22.46,0.667,0.461,1.128,"NGC1172","E",10.892,0.783644
2736.86,744.56,22.101,0.828,0.488,1.316,"NGC1172","E",10.892,1.73556
2030.36,775.86,19.854,0.792,0.479,1.271,"NGC1172","E",10.892,0.67797
2302.75,787.6,21.658,0.712,0.387,1.099,"NGC1172","E",10.892,0.847752
2118.63,791.77,21.807,0.82,0.482,1.302,"NGC1172","E",10.892,0.646027
2094.14,798.17,21.511,0.764,0.482,1.246,"NGC1172","E",10.892,0.623007
1849.83,823.77,21.274,0.712,0.455,1.167,"NGC1172","E",10.892,0.757611
2359.93,889.45,22.082,0.737,0.453,1.19,"NGC1172","E",10.892,0.796263
2682.28,913.13,22.569,0.733,0.399,1.132,"NGC1172","E",10.892,1.48241
2077.52,936.66,21.06,0.733,0.474,1.207,"NGC1172","E",10.892,0.296042
2506.06,938.83,22.584,0.724,0.428,1.152,"NGC1172","E",10.892,1.06789
2779.08,941.18,21.754,0.664,0.423,1.087,"NGC1172","E",10.892,1.69149
1666.06,945.43,20.562,0.828,0.494,1.322,"NGC1172","E",10.892,0.979395
2676.13,961.59,21.903,0.654,0.455,1.109,"NGC1172","E",10.892,1.44583
1950.68,994.73,22.684,0.703,0.438,1.141,"NGC1172","E",10.892,0.315875
1861.47,1006.18,22.216,0.855,0.459,1.314,"NGC1172","E",10.892,0.499693
2230.33,1014.31,22.468,0.833,0.499,1.332,"NGC1172","E",10.892,0.39861
2279.51,1019.53,21.198,0.664,0.416,1.08,"NGC1172","E",10.892,0.507614
1758.33,1062.72,22.797,0.875,0.477,1.352,"NGC1172","E",10.892,0.723205
2782.49,1082.86,21.189,0.789,0.488,1.277,"NGC1172","E",10.892,1.67699
1744.1,1126.85,22.815,0.705,0.47,1.175,"NGC1172","E",10.892,0.771062
1213.35,1134.22,22.178,0.76,0.482,1.242,"NGC1172","E",10.892,2.00658
2128.61,1156.27,22.777,0.708,0.527,1.235,"NGC1172","E",10.892,0.263459
1935.6,1188.14,22.866,0.703,0.539,1.242,"NGC1172","E",10.892,0.425683
1975.46,1208.28,21.112,0.887,0.521,1.408,"NGC1172","E",10.892,0.403239
2229.03,1212.52,20.622,0.633,0.37,1.003,"NGC1172","E",10.892,0.518348
2062.14,1221.48,22.091,0.835,0.475,1.31,"NGC1172","E",10.892,0.373145
2225.56,1261.13,22.892,0.859,0.546,1.405,"NGC1172","E",10.892,0.596714
2283.59,1264.25,22.75,0.709,0.417,1.126,"NGC1172","E",10.892,0.694827
2074.68,1275.54,21.177,0.763,0.442,1.205,"NGC1172","E",10.892,0.500179
1814.24,1277.79,22.646,0.673,0.478,1.151,"NGC1172","E",10.892,0.77729
2035.05,1284.96,22.366,0.759,0.496,1.255,"NGC1172","E",10.892,0.527047
577.58,1350.6,22.8,0.884,0.471,1.355,"NGC1172","E",10.892,3.55246
1921.47,1359.63,20.37,0.862,0.506,1.368,"NGC1172","E",10.892,0.775145
1980.12,1368.97,22.064,0.861,0.454,1.315,"NGC1172","E",10.892,0.746691
2389.91,1374.55,22.612,0.673,0.453,1.126,"NGC1172","E",10.892,1.05413
2650.62,1374.68,22.764,0.799,0.475,1.274,"NGC1172","E",10.892,1.55281
2047.05,1377.21,22.729,0.79,0.378,1.168,"NGC1172","E",10.892,0.739642
1997.23,1382.58,22.455,0.62,0.485,1.105,"NGC1172","E",10.892,0.768041
912.27,1388.08,22.469,0.6,0.379,0.979,"NGC1172","E",10.892,2.80905
2688.87,1407.87,22.509,0.785,0.518,1.303,"NGC1172","E",10.892,1.66895
2422.26,1414.46,22.376,0.827,0.54,1.367,"NGC1172","E",10.892,1.17395
2404.05,1422,21.903,0.751,0.468,1.219,"NGC1172","E",10.892,1.15688
1625.83,1440.2,22.035,0.769,0.512,1.281,"NGC1172","E",10.892,1.35955
2274.64,1469.42,21.887,0.729,0.424,1.153,"NGC1172","E",10.892,1.07256
2047.79,1485.08,21.577,0.759,0.425,1.184,"NGC1172","E",10.892,0.992215
1436.7,1485.83,22.688,0.833,0.424,1.257,"NGC1172","E",10.892,1.77729
2524.7,1533.44,21.737,0.648,0.38,1.028,"NGC1172","E",10.892,1.54166
2126.72,1593.43,22.544,0.59,0.385,0.975,"NGC1172","E",10.892,1.25368
2069.57,1722.78,22.787,0.861,0.492,1.353,"NGC1172","E",10.892,1.54891
2324.48,1747.1,21.235,0.777,0.445,1.222,"NGC1172","E",10.892,1.71702
851.88,1754.11,21.74,0.636,0.383,1.019,"NGC1172","E",10.892,3.27274
2884.18,1784.4,21.736,0.757,0.445,1.202,"NGC1172","E",10.892,2.55942
2091.55,1820.11,22.272,0.645,0.441,1.086,"NGC1172","E",10.892,1.77827
1859.46,1920.29,22.35,0.768,0.425,1.193,"NGC1172","E",10.892,2.06878
2187.55,2350.05,21.64,0.764,0.411,1.175,"NGC1172","E",10.892,3.03418
2451.75,3319.72,22.417,0.826,0.454,1.28,"NGC1172","E",10.892,5.37337
3071.8,3354.28,22.567,0.759,0.44,1.199,"NGC1172","E",10.892,5.87457
928.53,3387.16,22.783,0.641,0.493,1.134,"NGC1172","E",10.892,6.06366
1846.69,4030.26,21.305,0.775,0.459,1.234,"NGC1172","E",10.892,6.9791
701.2,4070.33,20.829,0.719,0.436,1.155,"NGC1172","E",10.892,7.73902
3213.66,2130.11,20.898,0.571,0.396,0.967,"NGC1055","Spiral",11.1,1.48417
2844.57,3414.18,21.094,0.55,0.435,0.985,"NGC1055","Spiral",11.1,3.51701
1887.78,1080.25,21.494,0.937,0.604,1.541,"NGC1055","Spiral",11.1,2.61943
3226.4,2803.7,21.667,0.763,0.515,1.278,"NGC1055","Spiral",11.1,2.49895
1011.47,2857.45,21.601,0.929,0.625,1.554,"NGC1055","Spiral",11.1,4.32702
2122.92,528.28,21.922,0.623,0.454,1.077,"NGC1055","Spiral",11.1,3.48619
1757.43,536.79,22.018,0.579,0.397,0.976,"NGC1055","Spiral",11.1,3.83499
3242.52,679.34,21.982,0.723,0.548,1.271,"NGC1055","Spiral",11.1,3.2906
3097.09,1501.79,22.095,0.628,0.407,1.035,"NGC1055","Spiral",11.1,1.52186
2458.36,1773.43,22.062,0.78,0.51,1.29,"NGC1055","Spiral",11.1,0.51702
2366.92,2117.89,21.691,0.812,0.511,1.323,"NGC1055","Spiral",11.1,0.717774
3715.55,2804.33,22.063,0.533,0.405,0.938,"NGC1055","Spiral",11.1,3.29505
2959.52,3373.97,21.88,0.828,0.618,1.446,"NGC1055","Spiral",11.1,3.47691
526.93,59.28,21.144,0.904,0.535,1.439,"NGC1023","S0",11.3,7.58492
1358.13,145.23,22.107,0.602,0.451,1.053,"NGC1023","S0",11.3,6.01403
3949.22,255.49,20.862,0.587,0.342,0.929,"NGC1023","S0",11.3,4.66356
699.95,475.89,19.689,0.756,0.444,1.2,"NGC1023","S0",11.3,6.68601
440.57,502.86,20.586,0.992,0.598,1.59,"NGC1023","S0",11.3,7.16916
1066.1,599.33,19.022,0.987,0.616,1.603,"NGC1023","S0",11.3,5.81508
1303.93,610.16,22.254,0.767,0.432,1.199,"NGC1023","S0",11.3,5.35615
2039.57,621.83,20.934,0.844,0.505,1.349,"NGC1023","S0",11.3,4.13638
3233,686.81,19.1,0.8,0.466,1.266,"NGC1023","S0",11.3,3.20466
2660.71,686.73,19.547,0.723,0.418,1.141,"NGC1023","S0",11.3,3.33504
1245.25,749.27,19.453,0.757,0.456,1.213,"NGC1023","S0",11.3,5.26936
87.71,784.58,19.457,0.779,0.439,1.218,"NGC1023","S0",11.3,7.61465
2017.67,823.17,19.456,0.694,0.442,1.136,"NGC1023","S0",11.3,3.79937
930.22,810.17,19.767,0.894,0.538,1.432,"NGC1023","S0",11.3,5.81557
1311.85,884.82,19.484,0.887,0.564,1.451,"NGC1023","S0",11.3,4.96165
3044.01,911.47,20.459,0.846,0.505,1.351,"NGC1023","S0",11.3,2.6595
3766.68,965.13,21.083,0.673,0.472,1.145,"NGC1023","S0",11.3,2.99675
670.54,988.93,19.542,0.598,0.355,0.953,"NGC1023","S0",11.3,6.171
1341.82,1001.67,20.363,0.654,0.431,1.085,"NGC1023","S0",11.3,4.75668
653.73,1012.32,21.07,0.65,0.365,1.015,"NGC1023","S0",11.3,6.18546
1472.91,1132.18,22.393,0.732,0.418,1.15,"NGC1023","S0",11.3,4.3373
993.26,1241.13,20.603,0.618,0.359,0.977,"NGC1023","S0",11.3,5.24692
1430.78,1265.12,20.624,0.827,0.465,1.292,"NGC1023","S0",11.3,4.28156
251.47,1395.55,20.241,0.876,0.522,1.398,"NGC1023","S0",11.3,6.80785
1920.23,1415.47,20.21,0.855,0.51,1.365,"NGC1023","S0",11.3,3.09885
3970.36,1469.61,20.883,0.559,0.356,0.915,"NGC1023","S0",11.3,2.47771
3380.07,1522.83,22.463,0.962,0.51,1.472,"NGC1023","S0",11.3,1.40716
2344.83,1532.21,20.993,0.789,0.538,1.327,"NGC1023","S0",11.3,2.10661
1320.11,1550.57,21.631,0.623,0.354,0.977,"NGC1023","S0",11.3,4.29107
1590.41,1547.54,20.282,0.626,0.434,1.06,"NGC1023","S0",11.3,3.68739
944.23,1595.34,21.119,0.635,0.387,1.022,"NGC1023","S0",11.3,5.12218
3268.43,1616.86,20.414,0.708,0.435,1.143,"NGC1023","S0",11.3,1.09238
3859.32,1724.52,20.629,0.899,0.485,1.384,"NGC1023","S0",11.3,1.96653
4015.47,1785.29,20.018,0.785,0.458,1.243,"NGC1023","S0",11.3,2.26654
3605.59,1781.42,20.331,0.732,0.561,1.293,"NGC1023","S0",11.3,1.36974
2211.74,1923.87,19.6,0.759,0.435,1.194,"NGC1023","S0",11.3,2.06286
2505.8,2178.52,19.492,0.571,0.332,0.903,"NGC1023","S0",11.3,1.3913
815.6,2192.06,20.518,0.817,0.483,1.3,"NGC1023","S0",11.3,5.32712
2544.63,2207.19,20.557,0.982,0.608,1.59,"NGC1023","S0",11.3,1.32081
490.13,2309.57,21.45,0.648,0.43,1.078,"NGC1023","S0",11.3,6.11063
1546.74,2340.33,21.853,0.559,0.436,0.995,"NGC1023","S0",11.3,3.66935
920.49,2347.01,19.116,0.814,0.484,1.298,"NGC1023","S0",11.3,5.12001
88.87,2352.43,19.68,0.995,0.602,1.597,"NGC1023","S0",11.3,7.05638
2488.93,2366.71,21.112,0.821,0.497,1.318,"NGC1023","S0",11.3,1.58726
2145,2441.39,21.569,0.806,0.51,1.316,"NGC1023","S0",11.3,2.39053
647.42,2460.62,20.473,0.765,0.435,1.2,"NGC1023","S0",11.3,5.79367
892.6,2462.11,21.356,0.695,0.44,1.135,"NGC1023","S0",11.3,5.22892
3987.72,2478.17,21.034,0.902,0.502,1.404,"NGC1023","S0",11.3,2.34899
932,2500.41,21.476,0.822,0.514,1.336,"NGC1023","S0",11.3,5.15628
2993.05,2499.3,19.354,0.894,0.511,1.405,"NGC1023","S0",11.3,1.08936
1669.7,2502.82,21.454,0.569,0.384,0.953,"NGC1023","S0",11.3,3.48559
2234.07,2505.84,21.794,0.548,0.395,0.943,"NGC1023","S0",11.3,2.26823
2800.01,2518.5,21.05,0.587,0.431,1.018,"NGC1023","S0",11.3,1.29748
1964.94,2557.78,19.944,0.648,0.415,1.063,"NGC1023","S0",11.3,2.88718
1967.6,2580.49,19.669,0.627,0.352,0.979,"NGC1023","S0",11.3,2.90427
2505.21,2617.27,20.53,0.778,0.446,1.224,"NGC1023","S0",11.3,1.91106
1362.36,2621.01,21.678,0.584,0.425,1.009,"NGC1023","S0",11.3,4.25674
1661.24,2620.69,20.208,0.676,0.378,1.054,"NGC1023","S0",11.3,3.59934
2296.92,2663.33,18.903,0.573,0.347,0.92,"NGC1023","S0",11.3,2.34917
809.58,2662.28,21.197,0.958,0.619,1.577,"NGC1023","S0",11.3,5.52502
2845.22,2684.34,19.893,0.577,0.322,0.899,"NGC1023","S0",11.3,1.60369
3887.94,2728.76,22.028,0.811,0.465,1.276,"NGC1023","S0",11.3,2.4746
1461.22,2744.36,22.113,0.838,0.544,1.382,"NGC1023","S0",11.3,4.14412
1933.04,2737.66,21.625,0.824,0.479,1.303,"NGC1023","S0",11.3,3.15151
1302.83,2748.09,21.32,0.883,0.562,1.445,"NGC1023","S0",11.3,4.49049
3798.23,2761.41,20.663,0.586,0.316,0.902,"NGC1023","S0",11.3,2.37239
3512.4,2816.45,21.738,0.864,0.497,1.361,"NGC1023","S0",11.3,2.07085
1726.23,2873.02,19.553,0.746,0.395,1.141,"NGC1023","S0",11.3,3.73093
3159.3,2875.42,21.591,0.835,0.554,1.389,"NGC1023","S0",11.3,1.95849
2138.52,2890.49,20.412,0.724,0.392,1.116,"NGC1023","S0",11.3,2.97703
1157.04,2888.85,21.48,0.657,0.435,1.092,"NGC1023","S0",11.3,4.93337
1379.84,2899.65,22.122,0.847,0.512,1.359,"NGC1023","S0",11.3,4.47156
1933.05,2954.26,20.44,0.654,0.457,1.111,"NGC1023","S0",11.3,3.44207
3208.11,2952.35,22.149,0.747,0.417,1.164,"NGC1023","S0",11.3,2.15068
2183.52,2974.69,21.136,0.678,0.478,1.156,"NGC1023","S0",11.3,3.03826
1401.37,2973.45,21.847,0.664,0.422,1.086,"NGC1023","S0",11.3,4.5079
2681.78,2973.95,19.289,0.754,0.406,1.16,"NGC1023","S0",11.3,2.37774
1459.39,2975.72,21.735,0.929,0.532,1.461,"NGC1023","S0",11.3,4.39206
1546.1,3010.77,22.203,1.01,0.591,1.601,"NGC1023","S0",11.3,4.26034
2335.86,3039.57,21.299,0.7,0.54,1.24,"NGC1023","S0",11.3,2.92215
2978.63,3039.96,22.356,0.821,0.497,1.318,"NGC1023","S0",11.3,2.35011
3627.63,3047.05,20.637,0.726,0.37,1.096,"NGC1023","S0",11.3,2.67489
3492.55,3067.75,20.168,0.919,0.534,1.453,"NGC1023","S0",11.3,2.58482
3095.49,3090.82,21.901,0.842,0.512,1.354,"NGC1023","S0",11.3,2.4563
1750.79,3113.75,22.077,0.797,0.53,1.327,"NGC1023","S0",11.3,4.00968
2592.88,3127.48,20.724,0.672,0.386,1.058,"NGC1023","S0",11.3,2.79172
1375.02,3120.43,22.261,0.707,0.395,1.102,"NGC1023","S0",11.3,4.73695
1143.36,3166.95,22.115,0.803,0.559,1.362,"NGC1023","S0",11.3,5.25822
648.72,3182.98,21.595,0.698,0.428,1.126,"NGC1023","S0",11.3,6.30407
1771.42,3186.55,20.814,0.638,0.424,1.062,"NGC1023","S0",11.3,4.08234
758.83,3196.05,21.661,0.727,0.49,1.217,"NGC1023","S0",11.3,6.08496
2250.64,3192.14,21.954,0.779,0.424,1.203,"NGC1023","S0",11.3,3.32904
1385.48,3208.62,21.141,0.612,0.515,1.127,"NGC1023","S0",11.3,4.83043
1694.06,3228.56,21.288,0.687,0.417,1.104,"NGC1023","S0",11.3,4.28412
1723.09,3252.7,21.656,0.849,0.486,1.335,"NGC1023","S0",11.3,4.27004
2370.15,3267.56,22.205,0.955,0.508,1.463,"NGC1023","S0",11.3,3.32431
1731.59,3325.93,22.088,0.883,0.545,1.428,"NGC1023","S0",11.3,4.37173
312.51,3362.07,22.195,0.723,0.412,1.135,"NGC1023","S0",11.3,7.19638
1969.37,3367.18,20.468,0.722,0.428,1.15,"NGC1023","S0",11.3,4.05948
2241.93,3369.14,20.851,0.624,0.4,1.024,"NGC1023","S0",11.3,3.68444
901.8,3400.85,22.172,0.626,0.467,1.093,"NGC1023","S0",11.3,6.0267
2905.1,3401.7,21.849,0.643,0.421,1.064,"NGC1023","S0",11.3,3.21363
2411,3419.16,21.598,0.667,0.43,1.097,"NGC1023","S0",11.3,3.59303
916.35,3448.41,22.356,0.798,0.516,1.314,"NGC1023","S0",11.3,6.05787
2325,3447.86,22.121,1.017,0.533,1.55,"NGC1023","S0",11.3,3.74527
1677.71,3456.28,19.155,0.738,0.52,1.258,"NGC1023","S0",11.3,4.67602
2278.43,3518.47,22.23,0.549,0.413,0.962,"NGC1023","S0",11.3,3.94306
1997.25,3523.56,21.175,0.936,0.538,1.474,"NGC1023","S0",11.3,4.30783
2275.83,3587.53,21.212,0.646,0.422,1.068,"NGC1023","S0",11.3,4.08891
3211.64,3697.26,21.517,0.703,0.427,1.13,"NGC1023","S0",11.3,3.89045
1634.07,3717.48,19.056,0.733,0.43,1.163,"NGC1023","S0",11.3,5.1955
1937.8,3740.47,20.466,0.655,0.421,1.076,"NGC1023","S0",11.3,4.80458
2398.21,3802.06,22.033,0.851,0.496,1.347,"NGC1023","S0",11.3,4.42886
745.28,3813.63,22.018,0.783,0.391,1.174,"NGC1023","S0",11.3,6.87952
1264.78,3816.95,20.936,0.818,0.544,1.362,"NGC1023","S0",11.3,5.95987
494.49,3833.67,21.738,0.858,0.471,1.329,"NGC1023","S0",11.3,7.38332
669.57,3835.28,22,0.746,0.421,1.167,"NGC1023","S0",11.3,7.052
2746.6,3838.34,22.326,0.884,0.447,1.331,"NGC1023","S0",11.3,4.28481
1452.54,3859.58,19.995,0.913,0.591,1.504,"NGC1023","S0",11.3,5.72726
4362.5,1372.43,21.45,0.846,0.606,1.452,"NGC 5846","E",11.744,12.2134
3180.08,1403.42,22.517,0.64,0.494,1.134,"NGC 5846","E",11.744,10.8541
2952.5,1412.29,21.84,0.829,0.501,1.33,"NGC 5846","E",11.744,10.8448
4458.86,1436.84,21.608,0.593,0.483,1.076,"NGC 5846","E",11.744,12.1545
4525.64,1497.61,21.307,0.823,0.506,1.329,"NGC 5846","E",11.744,12.0649
3348.39,1501.67,22.704,0.713,0.347,1.06,"NGC 5846","E",11.744,10.4639
3200.24,1515.59,22.099,0.848,0.562,1.41,"NGC 5846","E",11.744,10.3669
1605.5,1529.73,21.44,0.617,0.462,1.079,"NGC 5846","E",11.744,12.2835
2007.7,1537.5,22.668,0.509,0.36,0.869,"NGC 5846","E",11.744,11.3929
2706.2,1555.67,21.609,1.006,0.615,1.621,"NGC 5846","E",11.744,10.3626
2787.87,1562.68,22.342,0.929,0.568,1.497,"NGC 5846","E",11.744,10.2734
4075.86,1635.43,22.979,1.017,0.715,1.732,"NGC 5846","E",11.744,10.6542
1722.1,1639.91,21.011,0.763,0.494,1.257,"NGC 5846","E",11.744,11.6048
4714.72,1643.71,21.823,0.675,0.48,1.155,"NGC 5846","E",11.744,11.9713
4473.74,1673.54,21.037,0.918,0.63,1.548,"NGC 5846","E",11.744,11.2892
4581.61,1704.64,22.414,0.846,0.535,1.381,"NGC 5846","E",11.744,11.4252
3181.91,1717.09,21.978,1.005,0.684,1.689,"NGC 5846","E",11.744,9.48666
4124.79,1768.33,21.768,0.934,0.567,1.501,"NGC 5846","E",11.744,10.2093
3683.12,1778.94,22.549,0.775,0.526,1.301,"NGC 5846","E",11.744,9.51508
1647.29,1861.52,21.756,0.892,0.572,1.464,"NGC 5846","E",11.744,10.989
4849.67,1861.35,21.003,0.717,0.484,1.201,"NGC 5846","E",11.744,11.5774
2978.28,1891.91,22.923,1.028,0.583,1.611,"NGC 5846","E",11.744,8.75084
1208.75,1909.23,22.68,0.794,0.608,1.402,"NGC 5846","E",11.744,12.0691
3886.82,1940.52,22.132,0.51,0.414,0.924,"NGC 5846","E",11.744,9.11306
3925.74,1959.99,22.706,0.563,0.455,1.018,"NGC 5846","E",11.744,9.09643
4842.8,2072.33,21.865,0.57,0.451,1.021,"NGC 5846","E",11.744,10.8694
4880,2112.09,21.469,0.742,0.417,1.159,"NGC 5846","E",11.744,10.8563
4766.57,2193.44,21.515,0.966,0.646,1.612,"NGC 5846","E",11.744,10.2574
3049.25,2196.08,22.835,0.775,0.471,1.246,"NGC 5846","E",11.744,7.4066
3098.93,2214.18,21.894,0.779,0.513,1.292,"NGC 5846","E",11.744,7.31934
986.85,2223.49,22.462,0.941,0.621,1.562,"NGC 5846","E",11.744,11.8771
4365.31,2230,23.022,0.937,0.664,1.601,"NGC 5846","E",11.744,9.00613
913.47,2237.67,21.332,0.782,0.49,1.272,"NGC 5846","E",11.744,12.0946
4278.5,2239.44,22.407,0.621,0.409,1.03,"NGC 5846","E",11.744,8.7528
4915.72,2262.45,21.833,0.991,0.556,1.547,"NGC 5846","E",11.744,10.5119
3508.04,2273.01,22.604,0.731,0.544,1.275,"NGC 5846","E",11.744,7.24126
3185.54,2283.4,21.462,0.76,0.464,1.224,"NGC 5846","E",11.744,7.01823
4729.88,2294.5,22.747,0.701,0.474,1.175,"NGC 5846","E",11.744,9.83039
2965.97,2302.97,22.778,0.821,0.559,1.38,"NGC 5846","E",11.744,6.9712
4806.88,2336.45,22.196,0.748,0.542,1.29,"NGC 5846","E",11.744,9.94444
1849.3,2340.65,21.49,0.8,0.499,1.299,"NGC 5846","E",11.744,8.79928
3731.8,2346.82,21.055,0.68,0.429,1.109,"NGC 5846","E",11.744,7.21687
3821.69,2354.63,21.865,0.739,0.491,1.23,"NGC 5846","E",11.744,7.33512
3554.18,2384.33,21.003,0.776,0.472,1.248,"NGC 5846","E",11.744,6.8194
3146.51,2387.94,20.944,0.977,0.576,1.553,"NGC 5846","E",11.744,6.55956
5529.12,2395.3,22.68,0.906,0.58,1.486,"NGC 5846","E",11.744,12.2962
2919.17,2440.44,22.77,0.857,0.648,1.505,"NGC 5846","E",11.744,6.40301
3368.19,2463.37,22.03,0.752,0.442,1.194,"NGC 5846","E",11.744,6.3099
3396.57,2470.5,22.558,0.769,0.544,1.313,"NGC 5846","E",11.744,6.30005
5298.07,2503.43,22.034,0.703,0.418,1.121,"NGC 5846","E",11.744,11.193
4075.03,2537.05,22.882,1.059,0.55,1.609,"NGC 5846","E",11.744,7.18088
3921.63,2551.09,22.729,0.933,0.499,1.432,"NGC 5846","E",11.744,6.77011
1586.14,2574.91,21.779,0.611,0.4,1.011,"NGC 5846","E",11.744,8.88112
3006.16,2586.19,21.711,0.768,0.452,1.22,"NGC 5846","E",11.744,5.72454
2572.58,2587.05,22.846,0.938,0.554,1.492,"NGC 5846","E",11.744,6.20482
4032.66,2591.09,22.451,0.738,0.45,1.188,"NGC 5846","E",11.744,6.88203
2973.82,2608.06,21.691,0.598,0.375,0.973,"NGC 5846","E",11.744,5.64597
3167.69,2641.19,21.931,0.986,0.544,1.53,"NGC 5846","E",11.744,5.45652
4090.39,2656.24,22.4,0.596,0.388,0.984,"NGC 5846","E",11.744,6.80033
2749.71,2657.06,22.92,0.932,0.566,1.498,"NGC 5846","E",11.744,5.64764
2880.6,2663.73,22.638,0.798,0.519,1.317,"NGC 5846","E",11.744,5.47442
3913.24,2671.88,21.903,0.71,0.399,1.109,"NGC 5846","E",11.744,6.30109
2934.29,2685.49,22.76,1.024,0.575,1.599,"NGC 5846","E",11.744,5.33742
